	GeneID	logFC	logCPM	F	PValue	FDR	Accession	Isoform	E-value	ProteinN	GO_BP	GO_CC	GO_MF	GO	Status	Organism	S_10B	S_9A	S_13A	S_42A	S_46B	S_47B	S_48B	S_2A	S_2B	S_7B	S_8B	S_33A	S_36B	S_38A	S_40A
461	TRINITY_DN312753_c3_g2	-2.63470380222504	9.70069708114461	11.519212113241	0.00249112933572251	0.0188049885221004	Q42564	TRINITY_DN312753_c3_g2_i1	2e-95	L-ascorbate peroxidase 3 (AtAPx03) (EC 1.11.1.11)	cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]; response to cytokinin [GO:0009735]; response to oxidative stress [GO:0006979]; response to reactive oxygen species [GO:0000302]	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; glyoxysomal membrane [GO:0046861]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]; plasmodesma [GO:0009506]; plastid [GO:0009536]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]	heme binding [GO:0020037]; L-ascorbate peroxidase activity [GO:0016688]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]	GO:0000302; GO:0004601; GO:0005739; GO:0005773; GO:0005774; GO:0005777; GO:0005778; GO:0006979; GO:0009506; GO:0009507; GO:0009536; GO:0009735; GO:0009941; GO:0016021; GO:0016688; GO:0020037; GO:0034599; GO:0042744; GO:0046861; GO:0046872	reviewed	Arabidopsis thaliana (Mouse-ear cress)	539	439	623	139	70	120	230	2453	1838	1468	1381	935	566	1395	678
462	TRINITY_DN312754_c1_g1	8.50397681248811	1.72178243201621	15.7592960430992	0.000986753804242523	0.00869980065277489	P11670	TRINITY_DN312754_c1_g1_i1	4.8e-21	Basic form of pathogenesis-related protein 1 (PRP 1)	defense response [GO:0006952]; response to biotic stimulus [GO:0009607]	extracellular region [GO:0005576]		GO:0005576; GO:0006952; GO:0009607	reviewed	Nicotiana tabacum (Common tobacco)	3	10	1	1	1	0	1	0	0	0	0	0	0	0	0
463	TRINITY_DN312799_c0_g2	-8.77502743888526	4.52424641523625	9.34732435427441	0.0059750641808299	0.037059766812963	Q0WPU1	TRINITY_DN312799_c0_g2_i1	4.7e-123	Myosin-15 (Myosin XI I) (AtXI-I)	actin filament-based movement [GO:0030048]; actin filament organization [GO:0007015]; nuclear migration [GO:0007097]; regulation of establishment or maintenance of cell polarity regulating cell shape [GO:2000769]	cytoplasm [GO:0005737]; myosin complex [GO:0016459]; nuclear membrane [GO:0031965]	actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; motor activity [GO:0003774]	GO:0003774; GO:0005516; GO:0005524; GO:0005737; GO:0007015; GO:0007097; GO:0016459; GO:0030048; GO:0031965; GO:0051015; GO:2000769	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	0	0	21	5	0	15	194	1	8	2	7	108	21	2
464	TRINITY_DN314109_c1_g1	-12.4869359413913	5.65178637431173	32.7373144661972	7.89533388699101e-06	0.000125313119898652	Q9MAB3	TRINITY_DN314109_c1_g1_i1	2.4e-188	Probable nucleolar protein 5-2 (MAR-binding NOP56/58 homolog 2) (Nucleolar protein 58-2)	ribosome biogenesis [GO:0042254]	box C/D snoRNP complex [GO:0031428]; membrane [GO:0016020]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	snoRNA binding [GO:0030515]	GO:0005730; GO:0016020; GO:0030515; GO:0031428; GO:0032040; GO:0042254	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	0	2	0	1	1	0	153	146	207	138	46	22	66	72
465	TRINITY_DN314109_c2_g1	-3.73776378118991	6.23076969642153	9.22827986800644	0.00584077787952495	0.0362996135283729	O81832	TRINITY_DN314109_c2_g1_i1	1.4e-07	G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 (EC 2.7.11.1)	protein phosphorylation [GO:0006468]; recognition of pollen [GO:0048544]	plasma membrane [GO:0005886]	ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; carbohydrate binding [GO:0030246]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005516; GO:0005524; GO:0005886; GO:0006468; GO:0030246; GO:0048544	reviewed	Arabidopsis thaliana (Mouse-ear cress)	29.02	36.41	12.42	19	18.5	7.68	21.47	227.55	175.5	173.3	160.39	92.51	112.6	97.35	25.72
466	TRINITY_DN314157_c1_g1	-13.6487860010172	5.5543358308884	37.1535951190808	3.21066282042255e-06	5.4300554257966e-05	Q54W07	TRINITY_DN314157_c1_g1_i1	1.7e-43	EKC/KEOPS complex subunit bud32 (EC 3.6.-.-) (Atypical serine/threonine protein kinase bud32) (EC 2.7.11.1)	protein phosphorylation [GO:0006468]; tRNA processing [GO:0008033]; tRNA threonylcarbamoyladenosine metabolic process [GO:0070525]	cytosol [GO:0005829]; EKC/KEOPS complex [GO:0000408]; nucleus [GO:0005634]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; protein serine/threonine kinase activity [GO:0004674]	GO:0000408; GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0006468; GO:0008033; GO:0016787; GO:0070525	reviewed	Dictyostelium discoideum (Slime mold)	0	2	0	0	0	1	0	178	156	106	150	46	16	49	78
467	TRINITY_DN314157_c1_g3	9.23337947724432	6.55028360919485	17.8400994534614	0.00032158143993925	0.00332874433649491	A2XRZ0	TRINITY_DN314157_c1_g3_i1	1e-11	Probable aldo-keto reductase 2 (EC 1.1.1.-)			oxidoreductase activity [GO:0016491]	GO:0016491	reviewed	Oryza sativa subsp. indica (Rice)	438	8	147	19	5	20	154	3	12	11	24	12	0	0	2
468	TRINITY_DN314160_c4_g1	-5.44851487159801	8.01881406404335	23.7787369223136	6.31743947843412e-05	0.000807953520072463	Q9C9C0	TRINITY_DN314160_c4_g1_i1	3.8e-41	Serine protease SPPA, chloroplastic (EC 3.4.21.-) (Signal peptide peptidase SPPA)	proteolysis [GO:0006508]; signal peptide processing [GO:0006465]	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast stroma [GO:0009570]; chloroplast thylakoid [GO:0009534]; chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006465; GO:0006508; GO:0009507; GO:0009534; GO:0009535; GO:0009570; GO:0009941; GO:0016021	reviewed	Arabidopsis thaliana (Mouse-ear cress)	39	18	30	37	32	26	112	940	493	279	266	733	215	608	211
469	TRINITY_DN314167_c0_g1	2.31147223648772	10.642739394219	13.5533986043734	0.00123419000230311	0.010408223588905	Q9LMG7	TRINITY_DN314167_c0_g1_i2	2.1e-57	Probable inactive purple acid phosphatase 2	protein insertion into mitochondrial outer membrane [GO:0045040]; protein targeting to mitochondrion [GO:0006626]; regulation of carbohydrate metabolic process [GO:0006109]	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; endosome [GO:0005768]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; mitochondrial envelope [GO:0005740]; mitochondrion [GO:0005739]; trans-Golgi network [GO:0005802]	acid phosphatase activity [GO:0003993]; metal ion binding [GO:0046872]; mitochondrion targeting sequence binding [GO:0030943]	GO:0003993; GO:0005576; GO:0005739; GO:0005740; GO:0005768; GO:0005794; GO:0005802; GO:0006109; GO:0006626; GO:0009507; GO:0009941; GO:0030943; GO:0045040; GO:0046872	reviewed	Arabidopsis thaliana (Mouse-ear cress)	2402	1791	1889	1118	881	706	1442	1965.99	1373.99	1376	1359	736	942	1210.03	684
470	TRINITY_DN314168_c2_g5	20.0068035597293	8.32227611196938	181.932766097235	2.02836126698163e-12	8.71913627959463e-11	O22941	TRINITY_DN314168_c2_g5_i1	7.4e-119	Insulin-degrading enzyme-like 1, peroxisomal (EC 3.4.24.-) (Insulysin-like 1) (Peroxisomal M16 protease) (Zinc-metallopeptidase)	proteolysis involved in cellular protein catabolic process [GO:0051603]	mitochondrion [GO:0005739]; peroxisome [GO:0005777]	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	GO:0004222; GO:0005739; GO:0005777; GO:0046872; GO:0051603	reviewed	Arabidopsis thaliana (Mouse-ear cress)	301	269	137	380	774	672	382	0	0	0	1	0	0	3	0
471	TRINITY_DN314170_c2_g1	-7.61812443889094	2.91002242796644	9.71264220267382	0.00484856432742997	0.0314373986911883	O65202	TRINITY_DN314170_c2_g1_i1	1.2e-84	Peroxisomal acyl-coenzyme A oxidase 1 (AOX 1) (EC 1.3.3.6) (Long-chain acyl-CoA oxidase) (AtCX1)	fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; jasmonic acid biosynthetic process [GO:0009695]; lipid homeostasis [GO:0055088]; long-chain fatty acid metabolic process [GO:0001676]; response to cadmium ion [GO:0046686]; response to fungus [GO:0009620]; response to wounding [GO:0009611]	peroxisome [GO:0005777]; plasmodesma [GO:0009506]	acyl-CoA oxidase activity [GO:0003997]; FAD binding [GO:0071949]; fatty acid binding [GO:0005504]; flavin adenine dinucleotide binding [GO:0050660]	GO:0001676; GO:0003997; GO:0005504; GO:0005777; GO:0006635; GO:0009506; GO:0009611; GO:0009620; GO:0009695; GO:0033540; GO:0046686; GO:0050660; GO:0055088; GO:0071949	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	1	0	1	0	0	0	35	46	7	2	2	1	2	5
472	TRINITY_DN314173_c1_g1	-6.14213786195551	8.30149605181655	28.9791054065379	1.80394646284317e-05	0.00025729098168201	Q9M084	TRINITY_DN314173_c1_g1_i1	3.9e-200	Aspartate--tRNA ligase 2, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Protein IMPAIRED IN BABA-INDUCED DISEASE IMMUNITY 1)	aspartyl-tRNA aminoacylation [GO:0006422]; defense response to fungus [GO:0050832]; response to cadmium ion [GO:0046686]	aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]	aspartate-tRNA ligase activity [GO:0004815]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]	GO:0003677; GO:0003723; GO:0004815; GO:0005524; GO:0005783; GO:0005829; GO:0006422; GO:0017101; GO:0046686; GO:0046872; GO:0050832	reviewed	Arabidopsis thaliana (Mouse-ear cress)	29	46	16	11	95	13	144	717	659	765	557	272	152	1266	466
473	TRINITY_DN314173_c2_g1	-3.91158337989116	6.861367345167	10.1843885853582	0.00405755516855606	0.027367290209588	Q7TPQ3	TRINITY_DN314173_c2_g1_i7	3e-13	E3 ubiquitin-protein ligase SHPRH (EC 2.3.2.27) (EC 3.6.4.-) (RING-type E3 ubiquitin transferase SHPRH) (SNF2, histone-linker, PHD and RING finger domain-containing helicase)	cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; nucleosome assembly [GO:0006334]; protein polyubiquitination [GO:0000209]	nucleosome [GO:0000786]; nucleus [GO:0005634]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]	GO:0000209; GO:0000786; GO:0003677; GO:0004386; GO:0004842; GO:0005524; GO:0005634; GO:0006281; GO:0006334; GO:0006974; GO:0031625; GO:0046872; GO:0061630	reviewed	Mus musculus (Mouse)	82	121	40	5	2	9	24	284	283	239	113	127	136	223	167
474	TRINITY_DN314176_c0_g1	8.05313199027147	1.74289078126812	10.2636252617496	0.00519640019690119	0.0328892814098347	Q94AU2	TRINITY_DN314176_c0_g1_i1	7.6e-19	25.3 kDa vesicle transport protein (AtSEC22)	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle fusion with Golgi apparatus [GO:0048280]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; SNARE complex [GO:0031201]	SNAP receptor activity [GO:0005484]	GO:0000139; GO:0005484; GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0005886; GO:0006888; GO:0006890; GO:0012507; GO:0015031; GO:0016021; GO:0031201; GO:0048280	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	3	0	9	0	0	2	0	0	0	0	0	0	0	0
475	TRINITY_DN314176_c1_g1	-4.81971521885084	9.91159059307217	31.6370858755835	9.99407919744636e-06	0.000154658375580482	A0KP37	TRINITY_DN314176_c1_g1_i1	1.7e-22	Siroheme synthase 2 [Includes: Uroporphyrinogen-III C-methyltransferase 2 (Urogen III methylase 2) (EC 2.1.1.107) (SUMT 2) (Uroporphyrinogen III methylase 2) (UROM 2); Precorrin-2 dehydrogenase 2 (EC 1.3.1.76); Sirohydrochlorin ferrochelatase 2 (EC 4.99.1.4)]	cobalamin biosynthetic process [GO:0009236]; siroheme biosynthetic process [GO:0019354]		NAD binding [GO:0051287]; precorrin-2 dehydrogenase activity [GO:0043115]; sirohydrochlorin ferrochelatase activity [GO:0051266]; uroporphyrin-III C-methyltransferase activity [GO:0004851]	GO:0004851; GO:0009236; GO:0019354; GO:0043115; GO:0051266; GO:0051287	reviewed	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / JCM 1027 / KCTC 2358 / NCIMB 9240)	231	149	224	120	94	88	303	3166	1930	3213	2078	691	517	1980	1376
476	TRINITY_DN314179_c1_g1	3.07152989863072	10.8180440731379	16.8503151726854	0.000432408262751681	0.00424858277211572	Q99ND9	TRINITY_DN314179_c1_g1_i8	1.3e-06	RWD domain-containing protein 1 (Small androgen receptor-interacting protein)	androgen receptor signaling pathway [GO:0030521]; cell aging [GO:0007569]; cellular response to oxidative stress [GO:0034599]; cellular response to testosterone stimulus [GO:0071394]; cytoplasmic translation [GO:0002181]; positive regulation of androgen receptor activity [GO:2000825]	cytoplasm [GO:0005737]; polysome [GO:0005844]		GO:0002181; GO:0005737; GO:0005844; GO:0007569; GO:0030521; GO:0034599; GO:0071394; GO:2000825	reviewed	Rattus norvegicus (Rat)	1581	686	804	1927	1617	1410	4035	1496	1095	1177	923	810	480	1165	587
477	TRINITY_DN314196_c0_g1	19.8166117550594	8.26981912908244	209.893799973355	4.61935732212833e-13	2.6975303607523e-11	O75643	TRINITY_DN314196_c0_g1_i1	0	U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)	cis assembly of pre-catalytic spliceosome [GO:0000354]; mRNA splicing, via spliceosome [GO:0000398]; osteoblast differentiation [GO:0001649]; spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) [GO:0000388]	catalytic step 2 spliceosome [GO:0071013]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; post-mRNA release spliceosomal complex [GO:0071014]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]	ATP binding [GO:0005524]; ATP-dependent helicase activity [GO:0008026]; ATP-dependent RNA helicase activity [GO:0004004]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]	GO:0000354; GO:0000388; GO:0000398; GO:0001649; GO:0003723; GO:0004004; GO:0005524; GO:0005634; GO:0005654; GO:0005681; GO:0005682; GO:0008026; GO:0016020; GO:0042802; GO:0046540; GO:0071013; GO:0071014	reviewed	Homo sapiens (Human)	328	396	177	421	782	506	367	0	0	0	1	0	1	3	0
478	TRINITY_DN314218_c0_g2	-7.05871959883711	7.57358273256188	31.7941733384246	9.6604072044607e-06	0.000150246031647266	Q00IB6	TRINITY_DN314218_c0_g2_i1	5.3e-57	RNA polymerase II C-terminal domain phosphatase-like 4 (FCP-like 4) (EC 3.1.3.16) (Carboxyl-terminal phosphatase-like 4) (AtCPL4) (CTD phosphatase-like 4)	dephosphorylation of RNA polymerase II C-terminal domain [GO:0070940]; response to salt stress [GO:0009651]	nucleus [GO:0005634]	metal ion binding [GO:0046872]; protein C-terminus binding [GO:0008022]; RNA binding [GO:0003723]; RNA polymerase II CTD heptapeptide repeat phosphatase activity [GO:0008420]	GO:0003723; GO:0005634; GO:0008022; GO:0008420; GO:0009651; GO:0046872; GO:0070940	reviewed	Arabidopsis thaliana (Mouse-ear cress)	66	57	28	5	0	8	7	685	681	665	392	181	131	274	156
479	TRINITY_DN314234_c0_g5	24.9354642513911	10.073906084018	397.454778597105	1.10956879093385e-14	1.90575791791826e-12	Q55D16	TRINITY_DN314234_c0_g5_i1	3.3e-43	KIN17-like protein	cellular response to DNA damage stimulus [GO:0006974]; DNA replication [GO:0006260]	nucleus [GO:0005634]	double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]	GO:0003690; GO:0003723; GO:0005634; GO:0006260; GO:0006974; GO:0046872	reviewed	Dictyostelium discoideum (Slime mold)	2226	1919	1515	1255	1647	1281	794	2	0	1	3	0	0	0	0
480	TRINITY_DN314236_c0_g1	18.9316442425748	8.88768261815068	186.666886428795	1.5573196708571e-12	7.08809467838635e-11	Q12019	TRINITY_DN314236_c0_g1_i1	2.3e-301	Midasin (Dynein-related AAA-ATPase REA1) (MIDAS-containing protein) (Ribosome export/assembly protein 1)	protein-RNA complex remodeling [GO:0110136]; regulation of ribosomal subunit export from nucleus [GO:2000200]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0000027; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005739; GO:0006364; GO:0016887; GO:0110136; GO:2000200	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213	406	90	720	1503	864	713	0	0	0	3	1	0	3	0
481	TRINITY_DN314275_c4_g1	9.3316003921782	3.40328409254936	15.8124009513406	0.000595108364887437	0.00559835984597756	O93428	TRINITY_DN314275_c4_g1_i1	8.2e-34	Cathepsin D (EC 3.4.23.5)	proteolysis [GO:0006508]	lysosome [GO:0005764]	aspartic-type endopeptidase activity [GO:0004190]	GO:0004190; GO:0005764; GO:0006508	reviewed	Chionodraco hamatus (Antarctic teleost icefish) (Chaenichthys rhinoceratus hamatus)	34	15	21	1	1	4	6	0	0	1	2	1	0	0	0
482	TRINITY_DN314626_c2_g5	-9.65209859807611	2.75387821070908	13.8400217180342	0.00134909453991721	0.0111345269361167	O32472	TRINITY_DN314626_c2_g5_i2	8.1e-17	(R)-specific enoyl-CoA hydratase (EC 4.2.1.119)	fatty acid biosynthetic process [GO:0006633]; oxidation-reduction process [GO:0055114]	fatty acid synthase complex [GO:0005835]	fatty acid synthase activity [GO:0004312]; lyase activity [GO:0016829]	GO:0004312; GO:0005835; GO:0006633; GO:0016829; GO:0055114	reviewed	Aeromonas caviae (Aeromonas punctata)	0	0	1	0	0	0	0	16	7	16	11	2	4	17	7
483	TRINITY_DN314627_c4_g1	-3.17715461016588	8.76859567623986	12.2349523429567	0.00193530596648484	0.0150119598152145	Q9M9E8	TRINITY_DN314627_c4_g1_i1	2.3e-305	F-box protein At1g78280		cytosol [GO:0005829]		GO:0005829	reviewed	Arabidopsis thaliana (Mouse-ear cress)	304	94	204	56	37	97	105	1095	825	926	469	602	389	628	792
484	TRINITY_DN314629_c0_g1	3.26523463616883	13.8900620968754	16.1798086519278	0.000530923384895123	0.00507183898082019	Q6DJC8	TRINITY_DN314629_c0_g1_i3	1.8e-06	Transmembrane protein 53-B		integral component of membrane [GO:0016021]		GO:0016021	reviewed	Xenopus laevis (African clawed frog)	16293	12565	31310	16901	7971	7829	9227	9419	12814	12547	7914	4532	11822	8456	5226
485	TRINITY_DN314641_c0_g1	12.4207438449318	3.67127014168805	15.0997958794197	0.00118400091139955	0.0100949939966436	P07872	TRINITY_DN314641_c0_g1_i2	4.7e-104	Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) [Cleaved into: Peroxisomal acyl-CoA oxidase 1, A chain; Peroxisomal acyl-CoA oxidase 1, B chain; Peroxisomal acyl-CoA oxidase 1, C chain]	fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; fatty acid oxidation [GO:0019395]; generation of precursor metabolites and energy [GO:0006091]; lipid homeostasis [GO:0055088]; lipid metabolic process [GO:0006629]; prostaglandin metabolic process [GO:0006693]; very long-chain fatty acid metabolic process [GO:0000038]	peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]	acyl-CoA oxidase activity [GO:0003997]; FAD binding [GO:0071949]; fatty acid binding [GO:0005504]; flavin adenine dinucleotide binding [GO:0050660]; palmitoyl-CoA oxidase activity [GO:0016401]; protein homodimerization activity [GO:0042803]	GO:0000038; GO:0003997; GO:0005504; GO:0005777; GO:0005782; GO:0006091; GO:0006629; GO:0006693; GO:0016401; GO:0019395; GO:0033540; GO:0042803; GO:0050660; GO:0055088; GO:0071949	reviewed	Rattus norvegicus (Rat)	0	202	0	0	2	2	0	0	0	0	0	0	0	0	0
486	TRINITY_DN314643_c0_g3	12.1986623260558	9.85725597108415	186.907709496726	1.53677195280618e-12	7.08809467838635e-11	P20825	TRINITY_DN314643_c0_g3_i1	1.1e-55	Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	DNA integration [GO:0015074]		aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074	reviewed	Drosophila melanogaster (Fruit fly)	2799	2129	1797	922	390	544	651	37	82	28	22	10	22	36	23
487	TRINITY_DN314645_c3_g1	21.0113262887414	8.24371484236491	197.896500046575	8.51606493997653e-13	4.53254956583416e-11	P48510	TRINITY_DN314645_c3_g1_i1	1.9e-08	Ubiquitin domain-containing protein DSK2	protein localization to vacuole [GO:0072665]; spindle pole body duplication [GO:0030474]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytosol [GO:0005829]; nucleus [GO:0005634]	polyubiquitin modification-dependent protein binding [GO:0031593]; protein binding, bridging [GO:0030674]	GO:0005634; GO:0005829; GO:0006511; GO:0030433; GO:0030474; GO:0030674; GO:0031593; GO:0072665	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	536	525	491	326	425	395	218	0	0	0	2	0	0	1	0
488	TRINITY_DN314645_c3_g2	9.0121335100312	2.01483627478285	14.0786069416563	0.00158308093965315	0.0127594674693399	Q7YR70	TRINITY_DN314645_c3_g2_i1	2.2e-13	Angio-associated migratory cell protein	angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; positive regulation of endothelial cell migration [GO:0010595]; ribosomal large subunit biogenesis [GO:0042273]; smooth muscle cell migration [GO:0014909]	cell surface [GO:0009986]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; plasma membrane [GO:0005886]	unfolded protein binding [GO:0051082]	GO:0001525; GO:0005829; GO:0005886; GO:0009986; GO:0010595; GO:0014909; GO:0015630; GO:0030154; GO:0042273; GO:0045171; GO:0051082	reviewed	Canis lupus familiaris (Dog) (Canis familiaris)	2	16	6	0	1	1	0	0	0	0	0	0	0	0	0
489	TRINITY_DN314645_c3_g3	20.8151331171171	7.06132864222441	135.907479451247	2.21885523453426e-10	7.15349682383701e-09	Q7YR70	TRINITY_DN314645_c3_g3_i1	1.7e-25	Angio-associated migratory cell protein	angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; positive regulation of endothelial cell migration [GO:0010595]; ribosomal large subunit biogenesis [GO:0042273]; smooth muscle cell migration [GO:0014909]	cell surface [GO:0009986]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; plasma membrane [GO:0005886]	unfolded protein binding [GO:0051082]	GO:0001525; GO:0005829; GO:0005886; GO:0009986; GO:0010595; GO:0014909; GO:0015630; GO:0030154; GO:0042273; GO:0045171; GO:0051082	reviewed	Canis lupus familiaris (Dog) (Canis familiaris)	173	345	203	150	162	188	97	0	0	0	1	0	0	0	0
490	TRINITY_DN314831_c0_g1	13.2584131222664	3.12612102292943	26.5529330710599	7.92070739105422e-05	0.0009965280233867	P38404	TRINITY_DN314831_c0_g1_i1	1.8e-64	Guanine nucleotide-binding protein G(o) subunit alpha	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]		G-protein beta/gamma-subunit complex binding [GO:0031683]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]	GO:0003924; GO:0005525; GO:0007188; GO:0031683; GO:0046872	reviewed	Locusta migratoria (Migratory locust)	7	41	18	2	1	8	1	0	0	0	0	0	0	0	0
491	TRINITY_DN314831_c1_g1	21.2431052993673	10.2218582532163	271.53570741533	3.0607472058829e-14	2.96031643818987e-12	A8XDJ2	TRINITY_DN314831_c1_g1_i1	1.6e-20	Ubiquitin thioesterase otubain-like (EC 3.4.19.12) (Deubiquitinating enzyme otubain-like) (Ubiquitin-specific-processing protease otubain-like)	protein K48-linked deubiquitination [GO:0071108]	nucleus [GO:0005634]	NEDD8-specific protease activity [GO:0019784]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin binding [GO:0043130]	GO:0004843; GO:0005634; GO:0019784; GO:0043130; GO:0071108	reviewed	Caenorhabditis briggsae	2565	3202	1832	1421	1253	1351	613	1	0	3	5	0	0	2	3
492	TRINITY_DN314832_c0_g1	20.3830878235088	6.8847674789197	129.462428524408	3.39605966430671e-10	1.01065429432974e-08	A5WVX1	TRINITY_DN314832_c0_g1_i1	4.5e-12	eEF1A lysine and N-terminal methyltransferase (Methyltransferase-like protein 13) [Includes: eEF1A lysine methyltransferase (EC 2.1.1.-); eEF1A N-terminal methyltransferase (EC 2.1.1.-)]	protein methylation [GO:0006479]		methyltransferase activity [GO:0008168]	GO:0006479; GO:0008168	reviewed	Danio rerio (Zebrafish) (Brachydanio rerio)	158	218	142	147	214	138	140	0	0	0	1	0	0	0	0
493	TRINITY_DN314834_c0_g2	22.4431451857679	9.20949788784889	318.440440227881	5.55320861989373e-15	1.22765576275508e-12	Q9XJ54	TRINITY_DN314834_c0_g2_i1	3.1e-20	Nuclear transport factor 2 (NTF-2)	nucleocytoplasmic transport [GO:0006913]; protein transport [GO:0015031]	cytoplasm [GO:0005737]; nuclear pore central transport channel [GO:0044613]		GO:0005737; GO:0006913; GO:0015031; GO:0044613	reviewed	Oryza sativa subsp. japonica (Rice)	1032	1496	954	723	724	688	376	0	0	0	1	1	0	2	0
