"GeneID"	"X"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"Accession"	"Isoform"	"E.value"	"ProteinN"	"GO_BP"	"GO_CC"	"GO_MF"	"GO"	"Status"	"Organism"	"S_10B"	"S_9A"	"S_13A"	"S_42A"	"S_46B"	"S_47B"	"S_48B"	"S_2A"	"S_2B"	"S_7B"	"S_8B"	"S_33A"	"S_36B"	"S_38A"	"S_40A"
"80"	"TRINITY_DN314232_c4_g4"	80	-9.57218931	7.936025538	12.29167705	0.001359688	0.020985062	"Q9UR07"	"TRINITY_DN314232_c4_g4_i1"	2.8e-27	"Transposon Tf2-11 polyprotein (Retrotransposable element Tf2 155 kDa protein)"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"nucleus [GO:0005634]"	"aspartic-type endopeptidase activity [GO:0004190]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)"	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.907347247	7.200373283	8.121064225	6.144030093	7.250856948	7.742588984	9.7630092	6.144030093	10.37149537
"81"	"TRINITY_DN314258_c2_g2"	81	-6.985995006	10.08923859	11.96321401	0.001468935	0.021880292	"Q9ZT94"	"TRINITY_DN314258_c2_g2_i1"	5.6e-23	"Retrovirus-related Pol polyprotein from transposon RE2 (Retro element 2) (AtRE2) [Includes: Protease RE2 (EC 3.4.23.-); Reverse transcriptase RE2 (EC 2.7.7.49); Endonuclease RE2]"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	7.61596916	7.178480556	7.920056406	7.764826693	8.685148123	6.144030093	7.403921903	10.59512918	11.50638306	9.605320275	12.48713835	8.968842668	8.128049479	10.99931225	10.14442265
"82"	"TRINITY_DN314271_c0_g1"	82	18.31552718	11.07072249	81.16131929	3.35e-10	1.36e-08	"Q949G5"	"TRINITY_DN314271_c0_g1_i1"	1.6e-06	"MOB kinase activator-like 1A (Mob1 homolog 1A) (Mps one binder kinase activator-like 1A) (MsMob1-1) (MsMob1-2) (MsMob1-3) (MsMob1-A)"	""	"cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; phragmoplast [GO:0009524]"	"metal ion binding [GO:0046872]"	"GO:0005737; GO:0005856; GO:0009524; GO:0046872"	"reviewed"	"Medicago sativa subsp. falcata (Sickle medic) (Medicago falcata)"	12.5565912	12.72367824	13.14743915	11.79628398	10.7683519	11.35628169	10.85033965	6.144030093	6.144030093	6.547884661	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"83"	"TRINITY_DN314271_c1_g1"	83	14.52432827	9.29812505	32.06826656	3.11e-06	7.98e-05	"P04146"	"TRINITY_DN314271_c1_g1_i3"	2.5e-37	"Copia protein (Gag-int-pol protein) [Cleaved into: Copia VLP protein; Copia protease (EC 3.4.23.-)]"	"DNA integration [GO:0015074]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]"	"GO:0000943; GO:0003676; GO:0004190; GO:0005524; GO:0008270; GO:0015074"	"reviewed"	"Drosophila melanogaster (Fruit fly)"	10.37203663	10.8339193	10.49442301	10.3644613	9.723626867	9.326052334	10.45360652	6.144030093	6.144030093	6.144030093	6.801082044	6.144030093	6.144030093	6.144030093	6.144030093
"84"	"TRINITY_DN314627_c5_g1"	84	-6.399750047	10.31708471	11.01619761	0.002149105	0.029923948	"P10978"	"TRINITY_DN314627_c5_g1_i2"	1.7e-08	"Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	"DNA integration [GO:0015074]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0008270; GO:0015074"	"reviewed"	"Nicotiana tabacum (Common tobacco)"	9.238142042	8.614639186	8.692375765	7.764826693	6.144030093	6.144030093	8.700268776	10.81487873	11.75780367	11.0231158	9.857065956	10.16311362	10.04837155	12.05371001	11.1607377
"85"	"TRINITY_DN314629_c1_g3"	85	-11.54037028	8.780989075	17.78551047	0.000196197	0.00398934	"Q94HW2"	"TRINITY_DN314629_c1_g3_i1"	1.4e-43	"Retrovirus-related Pol polyprotein from transposon RE1 (Retro element 1) (AtRE1) [Includes: Protease RE1 (EC 3.4.23.-); Reverse transcriptase RE1 (EC 2.7.7.49); Endonuclease RE1]"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	6.144030093	7.178480556	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	9.830663817	9.575576939	6.144030093	7.869740069	9.970287982	8.222864768	11.2894969	8.492289884
"86"	"TRINITY_DN314831_c1_g5"	86	9.563815728	7.059218481	13.16543414	0.001114917	0.01763221	"A8XDJ2"	"TRINITY_DN314831_c1_g5_i1"	2e-12	"Ubiquitin thioesterase otubain-like (EC 3.4.19.12) (Deubiquitinating enzyme otubain-like) (Ubiquitin-specific-processing protease otubain-like)"	"protein K48-linked deubiquitination [GO:0071108]"	"nucleus [GO:0005634]"	"NEDD8-specific protease activity [GO:0019784]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin binding [GO:0043130]"	"GO:0004843; GO:0005634; GO:0019784; GO:0043130; GO:0071108"	"reviewed"	"Caenorhabditis briggsae"	7.060103406	6.908621556	7.639014836	8.773647852	7.818079575	7.530927521	6.907347247	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"87"	"TRINITY_DN314888_c2_g4"	87	-10.44624634	10.36853735	23.40365715	2.74e-05	0.000604181	"Q94HW2"	"TRINITY_DN314888_c2_g4_i1"	3.7e-133	"Retrovirus-related Pol polyprotein from transposon RE1 (Retro element 1) (AtRE1) [Includes: Protease RE1 (EC 3.4.23.-); Reverse transcriptase RE1 (EC 2.7.7.49); Endonuclease RE1]"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	8.804373321	6.144030093	7.289647428	6.144030093	6.668312546	6.144030093	6.907347247	10.85507976	12.24305323	10.37416342	10.3830134	11.449261	9.912734422	11.86080833	11.0001523
"88"	"TRINITY_DN316234_c0_g1"	88	8.652953447	10.81469926	16.82655359	0.00023875	0.004705212	"Q00645"	"TRINITY_DN316234_c0_g1_i1"	1.1e-06	"Pectate lyase plyB (EC 4.2.2.2)"	"cell wall organization [GO:0071555]; pectin catabolic process [GO:0045490]"	"extracellular region [GO:0005576]"	"metal ion binding [GO:0046872]; pectate lyase activity [GO:0030570]"	"GO:0005576; GO:0030570; GO:0045490; GO:0046872; GO:0071555"	"reviewed"	"Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)"	9.982435914	9.708746895	13.79733391	6.144030093	8.315795648	13.01798212	8.309763444	6.587514224	7.128760207	8.522401553	7.593232968	8.482258547	6.487405541	7.799233968	8.834699456
"89"	"TRINITY_DN316237_c1_g2"	89	-5.344180192	12.06777552	16.46476539	0.000271379	0.005188596	"Q94HW2"	"TRINITY_DN316237_c1_g2_i5"	1.5e-53	"Retrovirus-related Pol polyprotein from transposon RE1 (Retro element 1) (AtRE1) [Includes: Protease RE1 (EC 3.4.23.-); Reverse transcriptase RE1 (EC 2.7.7.49); Endonuclease RE1]"	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006310; GO:0015074; GO:0046872"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	10.62218245	10.11457693	10.76707474	9.948450293	9.494892169	9.700791998	9.662670171	11.05814706	12.85508395	10.74446284	12.98500755	13.37369377	11.39512695	13.61386327	13.48954903
"90"	"TRINITY_DN316900_c0_g1"	90	17.34857455	9.830848518	44.34658904	3.01e-07	9.18e-06	"Q03168"	"TRINITY_DN316900_c0_g1_i5"	3.6e-10	"Lysosomal aspartic protease (EC 3.4.23.-)"	""	"lysosome [GO:0005764]"	"aspartic-type endopeptidase activity [GO:0004190]"	"GO:0004190; GO:0005764"	"reviewed"	"Aedes aegypti (Yellowfever mosquito) (Culex aegypti)"	11.08483464	11.05093957	10.53667234	10.92011823	10.48612934	11.57009607	9.747890515	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"91"	"TRINITY_DN316936_c6_g6"	91	-8.294308142	9.509645519	12.07703171	0.001404182	0.021271833	"P10978"	"TRINITY_DN316936_c6_g6_i1"	1.1e-86	"Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	"DNA integration [GO:0015074]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0008270; GO:0015074"	"reviewed"	"Nicotiana tabacum (Common tobacco)"	8.699440896	6.908621556	6.827685142	6.144030093	6.144030093	6.144030093	7.403921903	8.345301689	11.20170223	8.842614662	8.633279382	10.81605986	8.754188938	11.49343161	10.42308789
"92"	"TRINITY_DN317247_c5_g1"	92	-5.135485344	12.41473518	15.06273278	0.000450344	0.008125215	"P10978"	"TRINITY_DN317247_c5_g1_i1"	1.2e-29	"Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	"DNA integration [GO:0015074]"	"retrotransposon nucleocapsid [GO:0000943]"	"aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]"	"GO:0000943; GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0008270; GO:0015074"	"reviewed"	"Nicotiana tabacum (Common tobacco)"	11.08483464	10.04878169	9.985649619	9.948450293	11.2807551	11.00181459	10.29274735	12.45609298	14.38021426	12.26913182	12.04705455	12.82253121	11.53704607	13.54213077	13.63327258
"93"	"TRINITY_DN317297_c1_g3"	93	15.79094956	9.128840514	36.19880689	1.68e-06	4.58e-05	"Q9P2K9"	"TRINITY_DN317297_c1_g3_i3"	4.9e-10	"Protein dispatched homolog 3 (Patched domain-containing protein 2)"	"cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; negative regulation of neuron differentiation [GO:0045665]; positive regulation of lipid metabolic process [GO:0045834]; positive regulation of neural precursor cell proliferation [GO:2000179]; regulation of lipid transport [GO:0032368]; smoothened signaling pathway [GO:0007224]"	"cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]"	""	"GO:0005737; GO:0005783; GO:0005789; GO:0007224; GO:0008203; GO:0016021; GO:0030659; GO:0031965; GO:0032368; GO:0042632; GO:0045665; GO:0045834; GO:2000179"	"reviewed"	"Homo sapiens (Human)"	10.38258223	10.25744482	9.858174263	9.738924049	10.7424881	9.894448206	9.612651962	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"94"	"TRINITY_DN317297_c2_g1"	94	21.33990163	12.54171776	122.0424258	2.51e-12	6.02e-10	"A0A0D3QS97"	"TRINITY_DN317297_c2_g1_i3"	1.1e-06	"Palmitoleoyl-protein carboxylesterase notum2 (EC 3.1.1.98)"	"Wnt signaling pathway [GO:0016055]"	"extracellular region [GO:0005576]"	"carboxylic ester hydrolase activity [GO:0052689]"	"GO:0005576; GO:0016055; GO:0052689"	"reviewed"	"Xenopus laevis (African clawed frog)"	13.2592799	13.21352327	13.08872995	14.46799889	13.77441495	13.98222173	12.95394174	6.144030093	6.144030093	6.547884661	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"95"	"TRINITY_DN384783_c0_g1"	95	11.15855281	7.408287438	17.12886196	0.000284888	0.005366791	"P55567"	"TRINITY_DN384783_c0_g1_i1"	2.9e-12	"Uncharacterized protein y4mH"	""	""	"hydrolase activity [GO:0016787]"	"GO:0016787"	"reviewed"	"Sinorhizobium fredii (strain NBRC 101917 / NGR234)"	7.829939289	7.178480556	8.692375765	8.508853524	7.818079575	8.551949664	7.772648201	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"96"	"TRINITY_DN449830_c0_g1"	96	9.642015125	7.063410062	13.46867926	0.000999184	0.01620196	"Q8IVF4"	"TRINITY_DN449830_c0_g1_i1"	4e-65	"Dynein heavy chain 10, axonemal (Axonemal beta dynein heavy chain 10) (Ciliary dynein heavy chain 10)"	"microtubule-based movement [GO:0007018]"	"axoneme [GO:0005930]; dynein complex [GO:0030286]; microtubule [GO:0005874]"	"ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]"	"GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0030286; GO:0045503; GO:0045505; GO:0051959"	"reviewed"	"Homo sapiens (Human)"	6.673587403	7.405727998	7.639014836	7.498248665	8.572220952	7.801003399	7.403921903	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"97"	"TRINITY_DN52678_c0_g1"	97	8.72647247	6.924226495	11.44808219	0.0021125	0.029737497	"P08262"	"TRINITY_DN52678_c0_g1_i1"	7.1e-13	"5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)"	"protoporphyrinogen IX biosynthetic process [GO:0006782]"	""	"5-aminolevulinate synthase activity [GO:0003870]; pyridoxal phosphate binding [GO:0030170]"	"GO:0003870; GO:0006782; GO:0030170"	"reviewed"	"Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)"	7.364643966	6.908621556	6.144030093	7.498248665	8.449697961	7.530927521	7.403921903	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"98"	"TRINITY_DN54630_c0_g1"	98	7.214400847	6.55812138	10.57233156	0.002964546	0.039455514	"Q9FKP1"	"TRINITY_DN54630_c0_g1_i1"	2e-06	"Cation/calcium exchanger 1 (AtCCX1) (Protein CATION EXCHANGER 7)"	"potassium ion transport [GO:0006813]; sodium ion transport [GO:0006814]"	"integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]"	"antiporter activity [GO:0015297]"	"GO:0005774; GO:0006813; GO:0006814; GO:0015297; GO:0016021"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	7.060103406	6.908621556	7.289647428	6.747020898	7.052025303	6.144030093	6.907347247	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"99"	"TRINITY_DN54639_c0_g1"	99	7.577527561	6.644372458	10.22324726	0.003402217	0.04402263	"P92519"	"TRINITY_DN54639_c0_g1_i1"	3.3e-21	"Uncharacterized mitochondrial protein AtMg00810 (ORF240b)"	""	"mitochondrion [GO:0005739]; retrotransposon nucleocapsid [GO:0000943]"	""	"GO:0000943; GO:0005739"	"reviewed"	"Arabidopsis thaliana (Mouse-ear cress)"	6.673587403	6.908621556	6.827685142	6.144030093	8.168181862	6.765447244	6.907347247	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
"100"	"TRINITY_DN66609_c0_g1"	100	8.716100321	6.799184942	11.97994361	0.001727159	0.024859449	"Q0V6M5"	"TRINITY_DN66609_c0_g1_i1"	2.5e-09	"Bifunctional lycopene cyclase/phytoene synthase [Includes: Lycopene beta-cyclase (EC 5.5.1.19) (Lycopene cyclase); Phytoene synthase (EC 2.5.1.32)]"	"carotenoid biosynthetic process [GO:0016117]; ergosterol biosynthetic process [GO:0006696]"	"integral component of membrane [GO:0016021]"	"farnesyl-diphosphate farnesyltransferase activity [GO:0004310]; geranylgeranyl-diphosphate geranylgeranyltransferase activity [GO:0016767]; intramolecular lyase activity [GO:0016872]; squalene synthase activity [GO:0051996]"	"GO:0004310; GO:0006696; GO:0016021; GO:0016117; GO:0016767; GO:0016872; GO:0051996"	"reviewed"	"Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)"	7.364643966	7.774746127	6.827685142	7.170988764	7.818079575	7.198372356	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093	6.144030093
