geneID	Uniprot	annot	BPGO	CCGO	MFGO	GOterms	moduleColor	GS.exposed	p.GS.exposed	logFC	logCPM	FDR	edgeR.pvalue	MM.blue	p.MM.blue	MM.brown	p.MM.brown	MM.black	p.MM.black	MM.yellow	p.MM.yellow	MM.lightgreen	p.MM.lightgreen	MM.grey	p.MM.grey	MM.pink	p.MM.pink	MM.purple	p.MM.purple	MM.lightcyan	p.MM.lightcyan	MM.cyan	p.MM.cyan	MM.salmon	p.MM.salmon	MM.greenyellow	p.MM.greenyellow	MM.green	p.MM.green
TRINITY_DN271007_c0_g1	A7SXZ6	Probable tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein osgep) (tRNA threonylcarbamoyladenosine biosynthesis protein osgep)	tRNA threonylcarbamoyladenosine modification [GO:0002949]	cytoplasm [GO:0005737]; EKC/KEOPS complex [GO:0000408]; nucleus [GO:0005634]	metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]	GO:0000408; GO:0002949; GO:0005634; GO:0005737; GO:0046872; GO:0061711	yellow	0.5259185	0.04404553	2.664342	2.970731	0.4662713	0.2188989	0.5310779	0.04164227	-0.7791888	0.000617061	0.3563288	0.1923614	0.8762383	1.84E-05	-0.1317637	0.6397158	0.07461555	0.7915628	0.1653082	0.5560174	0.3370829	0.2192164	0.2516452	0.3655986	0.5462052	0.03515638	0.3166139	0.2502484	0.02344037	0.9339162	0.455156	0.08823231
TRINITY_DN238282_c0_g1	O81283	"Translocase of chloroplast 159, chloroplastic (AtToc159) (EC 3.6.5.-) (159 kDa chloroplast outer envelope protein) (Plastid protein import 2) (Translocase of chloroplast 160, chloroplastic) (AtToc160) (Translocase of chloroplast 86, chloroplastic) (AtToc86)"	protein import into chloroplast stroma [GO:0045037]; protein targeting to chloroplast [GO:0045036]	chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast outer membrane [GO:0009707]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plastid [GO:0009536]; TOC-TIC supercomplex I [GO:0061927]	chaperone binding [GO:0051087]; G protein-coupled receptor activity [GO:0004930]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; ribosomal small subunit binding [GO:0043024]; transmembrane signaling receptor activity [GO:0004888]	GO:0003924; GO:0004888; GO:0004930; GO:0005525; GO:0005829; GO:0009507; GO:0009536; GO:0009707; GO:0009941; GO:0016020; GO:0016021; GO:0043024; GO:0045036; GO:0045037; GO:0046872; GO:0051087; GO:0061927	yellow	-0.5249251	0.0445198	-3.748041	3.51604	0.3096054	0.1135387	-0.5429311	0.03649122	0.5794551	0.02358274	-0.3390248	0.2164049	-0.7346557	0.001811353	0.05089518	0.8570498	0.1105559	0.6948805	0.1433261	0.6103411	-0.5881626	0.02109949	-0.1942875	0.4877769	-0.2567599	0.3556027	-0.1233837	0.6613233	0.1344914	0.6327391	-0.375989	0.1672229
TRINITY_DN271056_c0_g1	Q58D49	"Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase) (Methylmalonic aciduria type B homolog)"	cobalamin biosynthetic process [GO:0009236]	mitochondrion [GO:0005739]	"ATP binding [GO:0005524]; cob(I)yrinic acid a,c-diamide adenosyltransferase activity [GO:0008817]; cobalamin binding [GO:0031419]"	GO:0005524; GO:0005739; GO:0008817; GO:0009236; GO:0031419	yellow	0.5248351	0.04456296	2.420933	3.30621	0.4802486	0.2304262	0.5231696	0.04536715	-0.6927243	0.004200514	0.216967	0.4373175	0.8585769	4.18E-05	-0.07442805	0.7920759	0.2354659	0.398215	0.3495013	0.201632	0.400269	0.1393044	0.4318294	0.1079771	0.4779508	0.07155057	0.1612317	0.5659328	0.1647485	0.5573743	0.4799803	0.07018442
TRINITY_DN276013_c0_g1	P16152	Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.197) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)	cyclooxygenase pathway [GO:0019371]; drug metabolic process [GO:0017144]; epithelial cell differentiation [GO:0030855]; oxidation-reduction process [GO:0055114]; vitamin K metabolic process [GO:0042373]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular vesicle [GO:1903561]	"15-hydroxyprostaglandin dehydrogenase (NADP+) activity [GO:0047021]; carbonyl reductase (NADPH) activity [GO:0004090]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; prostaglandin-E2 9-reductase activity [GO:0050221]"	GO:0004090; GO:0005829; GO:0016655; GO:0017144; GO:0019371; GO:0030855; GO:0042373; GO:0047021; GO:0050221; GO:0055114; GO:0070062; GO:1903561	yellow	0.5226812	0.04560502	2.525855	3.958597	0.4362272	0.1963861	0.5395343	0.0379158	-0.551228	0.03318006	0.4113606	0.1276695	0.9614242	1.16E-08	-0.238891	0.3911852	0.2040777	0.4656637	0.2784916	0.3148539	0.5286844	0.04274473	0.459102	0.08516468	0.2099618	0.4526135	0.1770265	0.5279383	-0.1838025	0.511998	0.2764716	0.3185229
TRINITY_DN310739_c1_g6	P02994	Elongation factor 1-alpha (EF-1-alpha) (Eukaryotic elongation factor 1A) (eEF1A) (Translation elongation factor 1A)	actin filament bundle assembly [GO:0051017]; cellular response to amino acid starvation [GO:0034198]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; translation [GO:0006412]; translational elongation [GO:0006414]; tRNA export from nucleus [GO:0006409]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; eukaryotic translation elongation factor 1 complex [GO:0005853]; fungal-type vacuole membrane [GO:0000329]; mitochondrion [GO:0005739]; ribosome [GO:0005840]	actin filament binding [GO:0051015]; GDP binding [GO:0019003]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]; Rho GTPase binding [GO:0017048]; ribosome binding [GO:0043022]; translation elongation factor activity [GO:0003746]	GO:0000329; GO:0001933; GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0005739; GO:0005829; GO:0005840; GO:0005853; GO:0005856; GO:0006409; GO:0006412; GO:0006414; GO:0006469; GO:0017048; GO:0019003; GO:0019901; GO:0034198; GO:0043022; GO:0051015; GO:0051017	yellow	0.5200661	0.04689426	4.794963	2.089523	0.1751364	0.04679735	0.5231162	0.04539312	-0.7005038	0.003631169	0.4710872	0.07631247	0.7134164	0.002823121	-0.09243619	0.743178	0.09050264	0.7483882	-0.1353397	0.6305751	0.6652529	0.0068003	0.2640252	0.3416676	0.4080542	0.1310658	-0.03002345	0.9154115	0.008779678	0.9752266	0.5275518	0.0432739
TRINITY_DN295076_c0_g2	O74875	Uncharacterized heme-binding protein C330.03c	heme metabolic process [GO:0042168]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	heme binding [GO:0020037]; metal ion binding [GO:0046872]; NADPH-hemoprotein reductase activity [GO:0003958]	GO:0003958; GO:0005737; GO:0005829; GO:0020037; GO:0042168; GO:0046872	yellow	0.5188155	0.04752023	3.317939	4.789771	0.2550004	0.08329738	0.518142	0.04785987	-0.5718295	0.0259348	0.2921505	0.2906911	0.9228064	9.58E-07	-0.3529016	0.1969799	0.4276858	0.111781	0.2940252	0.2874629	0.4999381	0.05773478	0.3435562	0.2099336	0.2916909	0.2914856	0.209397	0.4538584	-0.06600703	0.8152026	0.2470382	0.3747326
TRINITY_DN298698_c0_g1	A2A432	Cullin-4B (CUL-4B)	cell cycle [GO:0007049]; cellular response to DNA damage stimulus [GO:0006974]; histone H2A monoubiquitination [GO:0035518]; neuron projection development [GO:0031175]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of protein catabolic process [GO:0045732]; proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; ribosome biogenesis [GO:0042254]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]; UV-damage excision repair [GO:0070914]	Cul4B-RING E3 ubiquitin ligase complex [GO:0031465]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; cullin-RING ubiquitin ligase complex [GO:0031461]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]	damaged DNA binding [GO:0003684]; ubiquitin protein ligase binding [GO:0031625]	GO:0003684; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0006974; GO:0007049; GO:0010498; GO:0016567; GO:0019005; GO:0031146; GO:0031175; GO:0031461; GO:0031465; GO:0031625; GO:0035518; GO:0042254; GO:0043161; GO:0045732; GO:0070914; GO:0080008; GO:1900087	yellow	0.5128403	0.05059643	2.124621	4.800573	0.4245635	0.1876917	0.5233301	0.04528916	-0.5944892	0.01942442	0.4043719	0.1349201	0.9507751	5.51E-08	-0.2733137	0.3243077	0.1461976	0.6031286	0.251947	0.3650045	0.3443918	0.2087538	0.3745603	0.1689725	0.2494439	0.3699476	0.2058785	0.4616505	-0.2143481	0.4430049	0.2329749	0.4033693
TRINITY_DN594658_c0_g1	P34712	Multidrug resistance protein pgp-1 (EC 7.6.2.2) (P-glycoprotein A) (P-glycoprotein-related protein 1)	defense response to Gram-negative bacterium [GO:0050829]; innate immune response [GO:0045087]; response to metal ion [GO:0010038]; response to nematicide [GO:0093002]	apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; efflux transmembrane transporter activity [GO:0015562]	GO:0005524; GO:0005886; GO:0010038; GO:0015562; GO:0016021; GO:0016324; GO:0016887; GO:0042626; GO:0045087; GO:0050829; GO:0093002	yellow	0.5107164	0.05172439	5.509375	2.065456	0.1681162	0.044324	0.5221654	0.04585718	-0.5906855	0.02041878	0.5866386	0.02151901	0.7603532	0.00099994	-0.1593881	0.5704416	0.1180954	0.6750891	-0.02324332	0.9344706	0.6421712	0.009843484	0.2226723	0.425056	0.2722014	0.3263594	0.02669637	0.9247593	-0.2277054	0.4143876	0.3191726	0.2462294
TRINITY_DN278999_c4_g1	P62785	Histone H4 variant TH011	response to water deprivation [GO:0009414]	chloroplast [GO:0009507]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleosome [GO:0000786]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; thylakoid [GO:0009579]; vacuolar membrane [GO:0005774]	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	GO:0000786; GO:0003677; GO:0005730; GO:0005774; GO:0005829; GO:0005886; GO:0009414; GO:0009506; GO:0009507; GO:0009579; GO:0046982	yellow	0.5103032	0.05194595	5.648186	1.525301	0.09471386	0.01906518	0.4892428	0.06418727	-0.7448097	0.001443973	0.2289759	0.411717	0.655298	0.008005343	-0.2708832	0.3288004	0.1786023	0.5242114	-0.2207314	0.4292071	0.439699	0.1010023	0.005288661	0.9850758	0.4874603	0.06531142	0.03807016	0.8928482	0.01035657	0.9707788	0.4000157	0.1395782
TRINITY_DN312096_c4_g1	Q7LHG5	Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]	"DNA integration [GO:0015074]; DNA recombination [GO:0006310]; transposition, RNA-mediated [GO:0032197]"	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; peptidase activity [GO:0008233]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; zinc ion binding [GO:0008270]	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197	yellow	-0.5099137	0.05215543	-1.352177	5.196294	0.6482192	0.3690979	-0.5242065	0.04486522	0.5968228	0.01883301	-0.5753112	0.02483981	-0.7179532	0.002576123	0.119113	0.6724326	-0.1116595	0.6919715	0.1626056	0.5625826	-0.5804807	0.02327923	-0.2466893	0.3754293	-0.1998804	0.4750836	0.1020149	0.7175231	0.08404321	0.7658662	-0.3865315	0.1546817
TRINITY_DN314275_c4_g11	O76856	Cathepsin D (EC 3.4.23.5) (Ddp44)	programmed cell death [GO:0012501]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	early endosome [GO:0005769]; early phagosome [GO:0032009]; extracellular region [GO:0005576]; lysosome [GO:0005764]; phagocytic vesicle [GO:0045335]	aspartic-type endopeptidase activity [GO:0004190]	GO:0004190; GO:0005576; GO:0005764; GO:0005769; GO:0006508; GO:0012501; GO:0030163; GO:0032009; GO:0045335	yellow	0.508015	0.05318554	6.065365	2.084985	0.08768525	0.0173104	0.4940201	0.06124367	-0.266843	0.3363469	0.3359873	0.2208126	0.5927658	0.01987025	-0.3737383	0.1699846	0.4434539	0.09778809	0.2588787	0.3515066	0.4507861	0.09171983	0.2887878	0.2965349	-0.1274307	0.650856	0.0625684	0.8246881	0.2324301	0.4045012	0.1517117	0.5893742
TRINITY_DN278890_c0_g1	Q23892	Lysosomal beta glucosidase (EC 3.2.1.21)	glucan catabolic process [GO:0009251]	lysosome [GO:0005764]	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]	GO:0005764; GO:0008422; GO:0009251; GO:0102483	yellow	0.5062806	0.05413949	2.835771	3.724722	0.3924937	0.166255	0.5221676	0.04585612	-0.6112516	0.0154768	0.3993875	0.1402588	0.9383157	2.32E-07	-0.1557432	0.5793993	0.1752594	0.5321313	0.1979781	0.479383	0.399053	0.140622	0.4075621	0.1315766	0.2553154	0.3584102	0.09773218	0.7289607	-0.2245748	0.421007	0.3022734	0.2735133
TRINITY_DN311980_c3_g4	Q39758	Actin	NA	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005856	yellow	0.5043282	0.05522823	2.890513	3.799167	0.3380462	0.1328125	0.5111504	0.05149238	-0.7194685	0.002497592	0.4457561	0.09585328	0.8594713	4.02E-05	0.0260503	0.9265756	0.02921321	0.917687	0.09296044	0.7417671	0.4866564	0.06582305	0.1572203	0.5757622	0.4889354	0.06438013	0.3505845	0.2001425	0.2194022	0.4320621	0.5336935	0.0404618
TRINITY_DN312042_c0_g1	P78371	T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta)	binding of sperm to zona pellucida [GO:0007339]; chaperone-mediated protein complex assembly [GO:0051131]; chaperone mediated protein folding independent of cofactor [GO:0051086]; neutrophil degranulation [GO:0043312]; positive regulation of establishment of protein localization to telomere [GO:1904851]; positive regulation of protein localization to Cajal body [GO:1904871]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomerase RNA localization to Cajal body [GO:1904874]; positive regulation of telomere maintenance via telomerase [GO:0032212]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; scaRNA localization to Cajal body [GO:0090666]; toxin transport [GO:1901998]	azurophil granule lumen [GO:0035578]; cell body [GO:0044297]; chaperonin-containing T-complex [GO:0005832]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; microtubule [GO:0005874]; zona pellucida receptor complex [GO:0002199]	ATP binding [GO:0005524]; protein folding chaperone [GO:0044183]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]	GO:0002199; GO:0005524; GO:0005576; GO:0005829; GO:0005832; GO:0005874; GO:0006457; GO:0007339; GO:0031625; GO:0032212; GO:0035578; GO:0043312; GO:0044183; GO:0044297; GO:0050821; GO:0051082; GO:0051086; GO:0051131; GO:0051973; GO:0070062; GO:0090666; GO:1901998; GO:1904851; GO:1904871; GO:1904874	yellow	0.4999782	0.05771146	3.029425	5.098635	0.2383886	0.07540627	0.5235874	0.04516442	-0.6011201	0.01778012	0.4915219	0.06277048	0.9618365	1.08E-08	-0.2194747	0.4319061	0.05483057	0.8461136	0.07929422	0.7787837	0.4959693	0.06007125	0.2994918	0.2781713	0.2348257	0.3995364	0.17819	0.5251853	-0.2306483	0.408215	0.2548071	0.3594012
TRINITY_DN276443_c0_g1	O15865	Calcium-dependent protein kinase 2 (EC 2.7.11.1) (PfCDPK2)	NA	NA	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005509; GO:0005524	yellow	0.4994438	0.05802207	2.85423	4.112299	0.3932173	0.1666885	0.5040231	0.0553998	-0.6127843	0.01514943	0.3601595	0.1872827	0.9513514	5.11E-08	-0.2793787	0.3132505	0.167328	0.5511323	0.2642643	0.3412143	0.4921098	0.06240868	0.3447055	0.208312	0.3450204	0.2078692	0.2500976	0.3686532	0.003859385	0.9891088	0.3084293	0.2633726
TRINITY_DN278815_c0_g1	Q55CD9	Probable NADH dehydrogenase (EC 1.6.99.3)	NA	NA	NADH dehydrogenase activity [GO:0003954]	GO:0003954	yellow	0.4994245	0.05803333	4.220683	6.532386	0.0927194	0.01857384	0.4938327	0.06135721	-0.7449318	0.001439954	0.3415203	0.2128257	0.8760678	1.85E-05	-0.1990061	0.4770572	0.2125604	0.4469088	0.3680719	0.1770699	0.3230918	0.2401509	0.2709648	0.328649	0.5834727	0.02241079	0.2795909	0.3128676	0.2687757	0.3327249	0.4028126	0.1365752
TRINITY_DN294129_c0_g1	P20790	Ras-related protein Rab-8A (GTP-binding protein SAS1)	actin cytoskeleton organization [GO:0030036]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; contractile vacuole discharge [GO:0070177]; contractile vacuole organization [GO:0033298]; contractile vacuole tethering involved in discharge [GO:0140025]; intracellular protein transport [GO:0006886]; protein secretion [GO:0009306]; Rab protein signal transduction [GO:0032482]; regulation of aggregate size involved in sorocarp development [GO:0031157]; regulation of endocytosis by exocyst localization [GO:0051600]; regulation of exocytosis [GO:0017157]; regulation of protein secretion [GO:0050708]; vesicle docking involved in exocytosis [GO:0006904]	contractile vacuolar membrane [GO:0031164]; contractile vacuole [GO:0000331]; lipid droplet [GO:0005811]; plasma membrane [GO:0005886]	GTPase activating protein binding [GO:0032794]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein-containing complex binding [GO:0044877]	GO:0000331; GO:0003924; GO:0005525; GO:0005811; GO:0005886; GO:0006886; GO:0006904; GO:0009306; GO:0016339; GO:0017157; GO:0030036; GO:0031157; GO:0031164; GO:0032482; GO:0032794; GO:0033298; GO:0044877; GO:0050708; GO:0051600; GO:0070177; GO:0140025	yellow	0.4976065	0.05909924	2.689836	6.040427	0.2273503	0.0693879	0.509142	0.05257231	-0.6586772	0.007578887	0.3634054	0.183048	0.964631	6.65E-09	-0.2468615	0.3750853	0.04931759	0.8614408	0.07394902	0.7933874	0.4415516	0.09940739	0.3685793	0.1764277	0.2938823	0.2877081	0.0308126	0.9131958	-0.1129402	0.6886011	0.30987	0.2610328
TRINITY_DN45501_c0_g1	B3EUF4	30S ribosomal protein S7	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	yellow	0.4971229	0.05938516	5.764462	2.068176	0.1262861	0.02858686	0.4802959	0.06997371	-0.7851813	0.000524135	0.2207243	0.4292225	0.6989559	0.003739242	-0.07978067	0.777458	0.1245731	0.6582408	-0.06953815	0.8054867	0.5873676	0.02131754	0.2496576	0.3695243	0.5942882	0.019476	0.03102039	0.9126125	0.09737779	0.7299096	0.6193771	0.01380181
TRINITY_DN278825_c0_g1	Q42883	"Calcium-transporting ATPase, endoplasmic reticulum-type (EC 7.2.2.10)"	calcium ion transport [GO:0006816]	endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]	"ATPase-coupled calcium transmembrane transporter activity [GO:0005388]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]"	GO:0005388; GO:0005524; GO:0005783; GO:0006816; GO:0008553; GO:0030176; GO:0046872	yellow	0.4963122	0.05986672	3.783089	3.861465	0.2246608	0.06808783	0.5112662	0.05143066	-0.6066049	0.01650267	0.4535905	0.08947073	0.9656111	5.55E-09	-0.1671319	0.5516058	0.1520005	0.5886574	0.08542891	0.7621076	0.5913232	0.02024943	0.3334696	0.2245086	0.2482484	0.3723213	0.1686456	0.5479555	-0.1497527	0.5942461	0.3620128	0.184857
TRINITY_DN316647_c2_g1	O14134	mRNA export factor elf1	poly(A)+ mRNA export from nucleus [GO:0016973]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0016887; GO:0016973; GO:0032991	yellow	0.4950811	0.06060347	3.105038	8.301045	0.02689305	0.003962271	0.4998254	0.05780018	-0.5779148	0.02404421	0.4491012	0.09309015	0.9370996	2.62E-07	-0.2962459	0.2836664	0.2799802	0.3121658	0.2815545	0.3093376	0.3621725	0.184649	0.2231204	0.4241004	0.2633821	0.3428885	0.3092046	0.2621119	0.01270399	0.964159	0.2213203	0.4279456
TRINITY_DN298445_c0_g2	Q9ZTN2	ER lumen protein-retaining receptor (HDEL receptor) (PGP169-12)	protein retention in ER lumen [GO:0006621]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	ER retention sequence binding [GO:0046923]	GO:0005789; GO:0006621; GO:0015031; GO:0016021; GO:0016192; GO:0046923	yellow	0.4908041	0.06321422	2.23923	5.600385	0.3588033	0.145724	0.5052967	0.05468613	-0.5971946	0.01874006	0.4517336	0.09095554	0.9434664	1.33E-07	-0.1470399	0.6010194	0.1831851	0.5134411	0.230277	0.4089911	0.4087603	0.1303354	0.3772595	0.1656771	0.2587893	0.3516789	0.2311045	0.4072624	-0.04158513	0.883015	0.3551023	0.1940061
TRINITY_DN298449_c4_g1	P22125	Ras-related protein ORAB-1	protein transport [GO:0015031]	plasma membrane [GO:0005886]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	GO:0003924; GO:0005525; GO:0005886; GO:0015031	yellow	0.4896162	0.06395357	2.655697	7.467376	0.1536538	0.03862443	0.5044417	0.0551645	-0.6730441	0.005960811	0.4154061	0.1235964	0.9853797	2.24E-11	-0.1773377	0.5272012	0.05851783	0.8358904	0.1688636	0.5474308	0.5014533	0.05686045	0.4109155	0.1281232	0.3548599	0.1943323	0.131982	0.6391564	-0.06852009	0.8082853	0.384613	0.1569158
TRINITY_DN226749_c0_g1	O75001	DNA replication licensing factor mcm7 (EC 3.6.4.12) (Minichromosome maintenance protein 7)	DNA replication initiation [GO:0006270]; DNA strand elongation involved in DNA replication [GO:0006271]; DNA unwinding involved in DNA replication [GO:0006268]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication initiation [GO:1902975]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]	DNA replication preinitiation complex [GO:0031261]; MCM complex [GO:0042555]; MCM core complex [GO:0097373]; nuclear chromatin [GO:0000790]; nuclear pre-replicative complex [GO:0005656]; nuclear replication fork [GO:0043596]; nucleus [GO:0005634]	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; DNA replication origin binding [GO:0003688]; single-stranded DNA binding [GO:0003697]	GO:0000727; GO:0000790; GO:0003678; GO:0003688; GO:0003697; GO:0005524; GO:0005634; GO:0005656; GO:0006267; GO:0006268; GO:0006270; GO:0006271; GO:0031261; GO:0042555; GO:0043596; GO:0097373; GO:1902975	yellow	0.487795	0.06509926	2.170889	2.756174	0.6160812	0.342577	0.5081198	0.05312831	-0.6387347	0.01037517	0.4751399	0.07347419	0.9068588	3.12E-06	0.02027639	0.9428217	0.1283575	0.6484672	0.2018894	0.4705635	0.4613322	0.08346485	0.440935	0.09993627	0.3115952	0.2582475	0.03663451	0.8968687	-0.03803101	0.8929578	0.4390882	0.1015321
TRINITY_DN293347_c0_g1	Q9R1N3	Sodium bicarbonate cotransporter 3 (Electroneutral sodium bicarbonate cotransporter 1) (NBC-like protein) (Solute carrier family 4 member 7)	auditory receptor cell development [GO:0060117]; bicarbonate transport [GO:0015701]; regulation of intracellular pH [GO:0051453]	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cytoplasmic vesicle [GO:0031410]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; stereocilium [GO:0032420]; synapse [GO:0045202]	inorganic anion exchanger activity [GO:0005452]; sodium:bicarbonate symporter activity [GO:0008510]	GO:0005452; GO:0005886; GO:0005887; GO:0008510; GO:0015701; GO:0016323; GO:0016324; GO:0031410; GO:0032420; GO:0045202; GO:0051453; GO:0060117	yellow	0.4836463	0.06776453	2.916065	3.852154	0.3211382	0.1215033	0.4968536	0.05954479	-0.5766375	0.02443207	0.5803543	0.02331649	0.8908053	8.44E-06	-0.131938	0.639269	0.1283966	0.6483665	0.232857	0.4036141	0.4253409	0.1139741	0.2532606	0.362425	0.2461777	0.3764522	0.2262256	0.4175097	0.07802296	0.7822509	0.3129344	0.2560978
TRINITY_DN173733_c0_g1	Q6YUU5	Putative multidrug resistance protein (P-glycoprotein)	NA	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0005886; GO:0016021; GO:0016887; GO:0042626	yellow	0.4811403	0.06941212	2.943727	2.273743	0.4133239	0.1793519	0.4870775	0.06555471	-0.6600019	0.007416674	0.4694878	0.07745393	0.8540945	5.06E-05	-0.1132315	0.6878353	0.1562066	0.5782573	0.06366124	0.821671	0.5829507	0.02256051	0.1496144	0.5945906	0.4115466	0.1274803	0.2311971	0.4070692	0.01787412	0.9495875	0.4051335	0.1341167
