GeneID	logFC	logCPM	F	PValue	FDR	Accession	Isoform	E-value	ProteinN	GO_BP	GO_CC	GO_MF	GO	Status	Organism
TRINITY_DN311412_c1_g1	-6.675011143	7.96886587	30.00877058	1.43E-05	0.000210724	A8IEF3	TRINITY_DN311412_c1_g1_i1	4.90E-116	Protein arginine N-methyltransferase 1 (EC 2.1.1.-)	"histone arginine methylation [GO:0034969]; peptidyl-arginine methylation, to asymmetrical-dimethyl arginine [GO:0019919]; regulation of transcription, DNA-templated [GO:0006355]"	cytosol [GO:0005829]; motile cilium [GO:0031514]; nucleus [GO:0005634]	histone-arginine N-methyltransferase activity [GO:0008469]; protein-arginine omega-N asymmetric methyltransferase activity [GO:0035242]	GO:0005634; GO:0005829; GO:0006355; GO:0008469; GO:0019919; GO:0031514; GO:0034969; GO:0035242	reviewed	Chlamydomonas reinhardtii (Chlamydomonas smithii)
TRINITY_DN311414_c0_g1	22.03421622	9.310703998	322.4272096	4.86E-15	1.18E-12	Q54HP3	TRINITY_DN311414_c0_g1_i1	3.80E-39	Developmentally-regulated GTP-binding protein 1 homolog (DRG-1)	cytoplasmic translation [GO:0002181]	cytoplasm [GO:0005737]	GTP binding [GO:0005525]	GO:0002181; GO:0005525; GO:0005737	reviewed	Dictyostelium discoideum (Slime mold)
TRINITY_DN311418_c0_g2	23.50634414	7.726260115	223.5328037	3.17E-11	1.14E-09	Q5DX34	TRINITY_DN311418_c0_g2_i2	4.80E-29	X-linked retinitis pigmentosa GTPase regulator homolog (Gut granule loss protein 4)	negative regulation of axon extension [GO:0030517]	axon [GO:0030424]; synapse [GO:0045202]	guanyl-nucleotide exchange factor activity [GO:0005085]	GO:0005085; GO:0030424; GO:0030517; GO:0045202	reviewed	Caenorhabditis elegans
TRINITY_DN311418_c0_g3	9.4369417	1.930509019	16.97884193	0.000711777	0.006615465	Q9VR91	TRINITY_DN311418_c0_g3_i1	1.10E-10	Probable E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)	cellular response to DNA damage stimulus [GO:0006974]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]	centriole [GO:0005814]; cytoplasm [GO:0005737]; nucleus [GO:0005634]	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]	GO:0004842; GO:0005634; GO:0005737; GO:0005814; GO:0006974; GO:0016567; GO:0043161; GO:0046872	reviewed	Drosophila melanogaster (Fruit fly)
TRINITY_DN311419_c1_g1	5.914018302	13.00862602	52.8334811	2.12E-07	4.25E-06	Q9LZP8	TRINITY_DN311419_c1_g1_i1	8.30E-14	bZIP transcription factor 53 (AtbZIP53)	"cellular response to starvation [GO:0009267]; hypotonic response [GO:0006971]; positive regulation of seed maturation [GO:2000693]; positive regulation of transcription, DNA-templated [GO:0045893]"	nucleus [GO:0005634]	DNA-binding transcription factor activity [GO:0003700]; nutrient reservoir activity [GO:0045735]; protein heterodimerization activity [GO:0046982]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]	GO:0003700; GO:0005634; GO:0006971; GO:0009267; GO:0043565; GO:0044212; GO:0045735; GO:0045893; GO:0046982; GO:2000693	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311419_c1_g2	4.253990867	6.286731146	13.12643773	0.001424784	0.011635105	Q9SJG6	TRINITY_DN311419_c1_g2_i1	5.30E-82	"Pentatricopeptide repeat-containing protein At2g42920, chloroplastic"	RNA modification [GO:0009451]	chloroplast [GO:0009507]		GO:0009451; GO:0009507	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311463_c2_g1	14.73850816	4.407258396	18.81893573	0.000318153	0.003321885	A0SXL6	TRINITY_DN311463_c2_g1_i1	2.30E-57	Elongation factor 2 (EF-2)	hematopoietic progenitor cell differentiation [GO:0002244]; positive regulation of translation [GO:0045727]	aggresome [GO:0016235]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; polysome [GO:0005844]; synapse [GO:0045202]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]; translation elongation factor activity [GO:0003746]	GO:0002244; GO:0003746; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005829; GO:0005844; GO:0005886; GO:0016235; GO:0019901; GO:0045202; GO:0045727	reviewed	Callithrix jacchus (White-tufted-ear marmoset)
TRINITY_DN311463_c3_g2	9.730125889	4.83808133	15.9690715	0.000566757	0.005380719	P09445	TRINITY_DN311463_c3_g2_i5	2.50E-34	Elongation factor 2 (EF-2)		cytoplasm [GO:0005737]; nucleus [GO:0005634]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0005634; GO:0005737	reviewed	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)
TRINITY_DN311468_c0_g1	20.20518439	9.481977439	197.2995555	8.79E-13	4.53E-11	Q8NC42	TRINITY_DN311468_c0_g1_i2	1.20E-12	E3 ubiquitin-protein ligase RNF149 (EC 2.3.2.27) (DNA polymerase-transactivated protein 2) (RING finger protein 149) (RING-type E3 ubiquitin transferase RNF149)	cellular response to drug [GO:0035690]; negative regulation of MAPK cascade [GO:0043409]; regulation of protein stability [GO:0031647]; ubiquitin-dependent protein catabolic process [GO:0006511]	integral component of membrane [GO:0016021]; membrane [GO:0016020]	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]	GO:0006511; GO:0016020; GO:0016021; GO:0031647; GO:0035690; GO:0043409; GO:0046872; GO:0061630	reviewed	Homo sapiens (Human)
TRINITY_DN311475_c2_g1	-1.916168207	9.839074954	8.501004242	0.00777637	0.045756399	O64827	TRINITY_DN311475_c2_g1_i1	5.00E-24	Histone-lysine N-methyltransferase SUVR5 (EC 2.1.1.43) (C2H2 zinc finger-SET histone methyltransferase) (Protein C2H2 SET) (Protein SET DOMAIN GROUP 6) (Suppressor of variegation 3-9-related protein 5) (Su(var)3-9-related protein 5)	chromatin remodeling [GO:0006338]; chromatin silencing [GO:0006342]; histone lysine methylation [GO:0034968]; regulation of histone H3-K9 dimethylation [GO:1900109]	chromosome [GO:0005694]; nucleus [GO:0005634]	DNA-binding transcription factor activity [GO:0003700]; histone-lysine N-methyltransferase activity [GO:0018024]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]	GO:0003700; GO:0005634; GO:0005694; GO:0006338; GO:0006342; GO:0008270; GO:0018024; GO:0034968; GO:0043565; GO:1900109	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311476_c1_g3	10.16836665	4.660858921	15.01267429	0.000766151	0.007036317	O22347	TRINITY_DN311476_c1_g3_i3	1.70E-33	Tubulin alpha-1 chain (Alpha-1-tubulin)	microtubule-based process [GO:0007017]	cytoplasm [GO:0005737]; microtubule [GO:0005874]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017	reviewed	Eleusine indica (Goosegrass) (Cynosurus indicus)
TRINITY_DN311478_c1_g1	4.833965334	15.90629702	29.81174241	1.49E-05	0.000219183	Q9SND9	TRINITY_DN311478_c1_g1_i1	3.70E-34	Uncharacterized acetyltransferase At3g50280 (EC 2.3.1.-)			"transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]"	GO:0016747	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311478_c1_g2	3.963356803	17.1591643	16.23669396	0.00052168	0.005014283	P51106	TRINITY_DN311478_c1_g2_i2	1.00E-77	Dihydroflavonol 4-reductase (DFR) (EC 1.1.1.219) (Dihydrokaempferol 4-reductase) (Flavanone 4-reductase) (FNR) (EC 1.1.1.234)	anthocyanin-containing compound biosynthetic process [GO:0009718]		coenzyme binding [GO:0050662]; dihydrokaempferol 4-reductase activity [GO:0045552]; flavanone 4-reductase activity [GO:0047890]	GO:0009718; GO:0045552; GO:0047890; GO:0050662	reviewed	Hordeum vulgare (Barley)
TRINITY_DN311484_c1_g1	19.16590781	5.700791459	83.27965137	5.72E-08	1.33E-06	O15066	TRINITY_DN311484_c1_g1_i1	1.20E-137	"Kinesin-like protein KIF3B (HH0048) (Microtubule plus end-directed kinesin motor 3B) [Cleaved into: Kinesin-like protein KIF3B, N-terminally processed]"	"anterograde axonal transport [GO:0008089]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; determination of left/right symmetry [GO:0007368]; intraciliary transport involved in cilium assembly [GO:0035735]; microtubule-based movement [GO:0007018]; mitotic centrosome separation [GO:0007100]; mitotic spindle assembly [GO:0090307]; mitotic spindle organization [GO:0007052]; plus-end-directed vesicle transport along microtubule [GO:0072383]; positive regulation of cytokinesis [GO:0032467]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]"	axon cytoplasm [GO:1904115]; centrosome [GO:0005813]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; kinesin complex [GO:0005871]; kinesin II complex [GO:0016939]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; plus-end kinesin complex [GO:0005873]; spindle [GO:0005819]	"ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; intraciliary transport particle B binding [GO:0120170]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; Rho GTPase binding [GO:0017048]"	GO:0003777; GO:0005524; GO:0005813; GO:0005819; GO:0005829; GO:0005871; GO:0005873; GO:0005874; GO:0005929; GO:0006890; GO:0007018; GO:0007052; GO:0007100; GO:0007368; GO:0008017; GO:0008089; GO:0008574; GO:0015630; GO:0016020; GO:0016887; GO:0016939; GO:0017048; GO:0019886; GO:0030496; GO:0032467; GO:0035735; GO:0070062; GO:0072383; GO:0090307; GO:0097542; GO:0120170; GO:1904115	reviewed	Homo sapiens (Human)
TRINITY_DN311484_c1_g3	23.16462319	8.191116838	235.4331502	1.54E-12	7.09E-11	Q14697	TRINITY_DN311484_c1_g3_i1	2.20E-21	Neutral alpha-glucosidase AB (EC 3.2.1.207) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)	carbohydrate metabolic process [GO:0005975]; N-glycan processing [GO:0006491]; protein folding [GO:0006457]	endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; glucosidase II complex [GO:0017177]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; membrane [GO:0016020]	"alpha-glucosidase activity [GO:0090599]; carbohydrate binding [GO:0030246]; glucan 1,3-alpha-glucosidase activity [GO:0033919]; RNA binding [GO:0003723]"	GO:0003723; GO:0005788; GO:0005794; GO:0005975; GO:0006457; GO:0006491; GO:0016020; GO:0017177; GO:0030246; GO:0033919; GO:0042470; GO:0043231; GO:0070062; GO:0090599	reviewed	Homo sapiens (Human)
TRINITY_DN311484_c1_g5	15.29676031	3.850968225	42.18897986	5.44E-06	9.01E-05	Q52828	TRINITY_DN311484_c1_g5_i2	6.50E-23	Protein GstA			transferase activity [GO:0016740]	GO:0016740	reviewed	Rhizobium leguminosarum
TRINITY_DN311486_c4_g1	-5.071817385	5.926172284	11.09399773	0.002902761	0.021339776	Q8LPS1	TRINITY_DN311486_c4_g1_i2	3.50E-11	"Long chain acyl-CoA synthetase 6, peroxisomal (EC 6.2.1.3)"	fatty acid metabolic process [GO:0006631]; multicellular organism development [GO:0007275]; response to ozone [GO:0010193]	glyoxysomal membrane [GO:0046861]; membrane [GO:0016020]; peroxisome [GO:0005777]	acyl-CoA ligase activity [GO:0003996]; ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]	GO:0003996; GO:0004467; GO:0005524; GO:0005777; GO:0006631; GO:0007275; GO:0010193; GO:0016020; GO:0046861; GO:0102391	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311493_c0_g1	13.95418876	5.418432709	19.02664012	0.000227799	0.00246342	P13607	TRINITY_DN311493_c0_g1_i2	0	Sodium/potassium-transporting ATPase subunit alpha (Na(+)/K(+) ATPase alpha subunit) (EC 7.2.2.13) (Sodium pump subunit alpha)	"adult locomotory behavior [GO:0008344]; ATP hydrolysis coupled proton transport [GO:0015991]; cation transport [GO:0006812]; cellular potassium ion homeostasis [GO:0030007]; cellular sodium ion homeostasis [GO:0006883]; chemical synaptic transmission [GO:0007268]; determination of adult lifespan [GO:0008340]; jump response [GO:0007630]; locomotory behavior [GO:0007626]; neuromuscular process [GO:0050905]; potassium ion import across plasma membrane [GO:1990573]; regulation of tube diameter, open tracheal system [GO:0035158]; regulation of tube length, open tracheal system [GO:0035159]; response to mechanical stimulus [GO:0009612]; response to temperature stimulus [GO:0009266]; sensory perception of sound [GO:0007605]; septate junction assembly [GO:0019991]; sodium ion export across plasma membrane [GO:0036376]; synaptic growth at neuromuscular junction [GO:0051124]; tissue homeostasis [GO:0001894]; trachea morphogenesis [GO:0060439]"	basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; septate junction [GO:0005918]; sodium:potassium-exchanging ATPase complex [GO:0005890]	ATP binding [GO:0005524]; sodium:potassium-exchanging ATPase activity [GO:0005391]	GO:0001894; GO:0005391; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0005890; GO:0005918; GO:0006812; GO:0006883; GO:0007268; GO:0007605; GO:0007626; GO:0007630; GO:0008340; GO:0008344; GO:0009266; GO:0009612; GO:0015991; GO:0016323; GO:0019991; GO:0030007; GO:0035158; GO:0035159; GO:0036376; GO:0050905; GO:0051124; GO:0060439; GO:1990573	reviewed	Drosophila melanogaster (Fruit fly)
TRINITY_DN311730_c0_g1	6.131411014	6.243943317	14.65333203	0.000859924	0.007692098	O35604	TRINITY_DN311730_c0_g1_i1	3.50E-28	NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein)	adult walking behavior [GO:0007628]; autophagy [GO:0006914]; bile acid metabolic process [GO:0008206]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to steroid hormone stimulus [GO:0071383]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; cholesterol transport [GO:0030301]; endocytosis [GO:0006897]; establishment of protein localization to membrane [GO:0090150]; intracellular cholesterol transport [GO:0032367]; lysosomal transport [GO:0007041]; membrane raft organization [GO:0031579]; negative regulation of cell death [GO:0060548]; negative regulation of macroautophagy [GO:0016242]; protein glycosylation [GO:0006486]; response to cadmium ion [GO:0046686]; response to drug [GO:0042493]; viral entry into host cell [GO:0046718]	endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; integral component of lysosomal membrane [GO:1905103]; integral component of plasma membrane [GO:0005887]; late endosome membrane [GO:0031902]; lysosome [GO:0005764]; membrane [GO:0016020]; membrane raft [GO:0045121]; nuclear envelope [GO:0005635]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; vesicle [GO:0031982]	cholesterol binding [GO:0015485]; lipid transporter activity [GO:0005319]	GO:0005319; GO:0005576; GO:0005635; GO:0005764; GO:0005768; GO:0005783; GO:0005794; GO:0005886; GO:0005887; GO:0006486; GO:0006897; GO:0006914; GO:0007041; GO:0007628; GO:0008203; GO:0008206; GO:0015485; GO:0016020; GO:0016242; GO:0030301; GO:0031579; GO:0031902; GO:0031982; GO:0032367; GO:0033344; GO:0042493; GO:0042632; GO:0045121; GO:0046686; GO:0046718; GO:0048471; GO:0060548; GO:0071383; GO:0071404; GO:0090150; GO:1905103	reviewed	Mus musculus (Mouse)
TRINITY_DN311738_c1_g1	10.85866831	5.172306452	17.44124977	0.00036199	0.003697558	O76856	TRINITY_DN311738_c1_g1_i4	4.70E-57	Cathepsin D (EC 3.4.23.5) (Ddp44)	programmed cell death [GO:0012501]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	early endosome [GO:0005769]; early phagosome [GO:0032009]; extracellular region [GO:0005576]; lysosome [GO:0005764]; phagocytic vesicle [GO:0045335]	aspartic-type endopeptidase activity [GO:0004190]	GO:0004190; GO:0005576; GO:0005764; GO:0005769; GO:0006508; GO:0012501; GO:0030163; GO:0032009; GO:0045335	reviewed	Dictyostelium discoideum (Slime mold)
TRINITY_DN311742_c0_g1	18.16354156	7.363080664	124.9046439	8.87E-11	3.02E-09	Q9FN03	TRINITY_DN311742_c0_g1_i1	7.00E-39	Ultraviolet-B receptor UVR8 (Protein UV-B RESISTANCE 8) (RCC1 domain-containing protein UVR8)	entrainment of circadian clock [GO:0009649]; protein-chromophore linkage [GO:0018298]; response to UV [GO:0009411]; response to UV-B [GO:0010224]	chromatin [GO:0000785]; cytosol [GO:0005829]; nucleus [GO:0005634]	chromatin binding [GO:0003682]; guanyl-nucleotide exchange factor activity [GO:0005085]; identical protein binding [GO:0042802]; photoreceptor activity [GO:0009881]; protein homodimerization activity [GO:0042803]	GO:0000785; GO:0003682; GO:0005085; GO:0005634; GO:0005829; GO:0009411; GO:0009649; GO:0009881; GO:0010224; GO:0018298; GO:0042802; GO:0042803	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311743_c1_g1	-4.32799042	8.04581312	19.16536566	0.00021895	0.002405162	Q9LKA5	TRINITY_DN311743_c1_g1_i2	2.30E-20	"Multiple organellar RNA editing factor 8, chloroplastic/mitochondrial (RNA editing-interacting protein 1)"	cytidine to uridine editing [GO:0016554]; mitochondrial mRNA modification [GO:0080156]; mRNA processing [GO:0006397]; RNA modification [GO:0009451]	chloroplast [GO:0009507]; mitochondrion [GO:0005739]	cobalt ion binding [GO:0050897]; protein dimerization activity [GO:0046983]; protein homodimerization activity [GO:0042803]	GO:0005739; GO:0006397; GO:0009451; GO:0009507; GO:0016554; GO:0042803; GO:0046983; GO:0050897; GO:0080156	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311745_c0_g3	-3.564980822	9.312744848	18.75614937	0.000246194	0.00260058	Q67VP4	TRINITY_DN311745_c0_g3_i1	9.40E-94	Rac-like GTP-binding protein 4 (GTPase protein ROP4) (OsRac4)	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; cell migration [GO:0016477]; cell morphogenesis [GO:0000902]; positive regulation of actin filament polymerization [GO:0030838]; Rho protein signal transduction [GO:0007266]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]	GO:0000902; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005886; GO:0007015; GO:0007266; GO:0016477; GO:0019901; GO:0030036; GO:0030838	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN311752_c0_g1	-2.398505933	10.8408513	10.18365403	0.004058671	0.02736729	Q0DV32	TRINITY_DN311752_c0_g1_i1	1.10E-123	4-coumarate--CoA ligase-like 1 (EC 6.2.1.-)	jasmonic acid biosynthetic process [GO:0009695]	peroxisome [GO:0005777]	ATP binding [GO:0005524]; fatty-acyl-CoA synthase activity [GO:0004321]; ligase activity [GO:0016874]	GO:0004321; GO:0005524; GO:0005777; GO:0009695; GO:0016874	reviewed	Oryza sativa subsp. japonica (Rice)
TRINITY_DN311753_c2_g3	19.9248532	7.540270783	166.0162554	5.17E-12	2.08E-10	Q1PFN9	TRINITY_DN311753_c2_g3_i1	3.20E-06	Pumilio homolog 9 (APUM-9) (AtPUM9)	negative regulation of seed dormancy process [GO:1902039]; regulation of translation [GO:0006417]	cytoplasm [GO:0005737]	RNA binding [GO:0003723]	GO:0003723; GO:0005737; GO:0006417; GO:1902039	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311753_c2_g8	20.79441843	8.61104561	231.4759639	1.66E-13	1.14E-11	P48758	TRINITY_DN311753_c2_g8_i1	1.30E-18	Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.197) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189)	drug metabolic process [GO:0017144]; oxidation-reduction process [GO:0055114]; vitamin K metabolic process [GO:0042373]	cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; microvillus [GO:0005902]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	"15-hydroxyprostaglandin dehydrogenase (NADP+) activity [GO:0047021]; carbonyl reductase (NADPH) activity [GO:0004090]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; prostaglandin-E2 9-reductase activity [GO:0050221]"	GO:0004090; GO:0005634; GO:0005737; GO:0005886; GO:0005902; GO:0016655; GO:0017144; GO:0042373; GO:0043231; GO:0047021; GO:0050221; GO:0055114	reviewed	Mus musculus (Mouse)
TRINITY_DN311774_c0_g1	23.03140208	8.169504503	247.2877869	9.77E-13	4.96E-11	O81117	TRINITY_DN311774_c0_g1_i2	7.30E-34	Cytochrome P450 94A1 (EC 1.14.-.-) (P450-dependent fatty acid omega-hydroxylase)		endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]"	GO:0004497; GO:0005506; GO:0005789; GO:0016021; GO:0016705; GO:0020037	reviewed	Vicia sativa (Spring vetch) (Tare)
TRINITY_DN311783_c0_g2	21.66303844	9.696917393	384.3781695	7.23E-16	6.09E-13	Q43531	TRINITY_DN311783_c0_g2_i2	2.90E-49	Calcium and calcium/calmodulin-dependent serine/threonine-protein kinase (LlCCaMK) (EC 2.7.11.17)		integral component of membrane [GO:0016021]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]	GO:0004683; GO:0005509; GO:0005516; GO:0005524; GO:0016021	reviewed	Lilium longiflorum (Trumpet lily)
TRINITY_DN311784_c3_g3	-3.117392811	9.041847144	13.28972907	0.001348334	0.011134527	Q9LJU6	TRINITY_DN311784_c3_g3_i1	1.90E-28	Protein FATTY ACID EXPORT 6 (At-FAX6)		cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]		GO:0005634; GO:0005737; GO:0012505; GO:0016021	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311788_c0_g1	-11.31636469	5.729733757	31.22665792	1.09E-05	0.00016659	B6IPI0	TRINITY_DN311788_c0_g1_i9	7.00E-42	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	tRNA pseudouridine synthesis [GO:0031119]		RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]	GO:0003723; GO:0031119; GO:0106029	reviewed	Rhodospirillum centenum (strain ATCC 51521 / SW)
TRINITY_DN311789_c4_g1	11.80681734	3.187491121	15.36752979	0.000845802	0.007609762	P04106	TRINITY_DN311789_c4_g1_i1	2.80E-20	Tubulin alpha chain	microtubule-based process [GO:0007017]	cytoplasm [GO:0005737]; microtubule [GO:0005874]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017	reviewed	Trypanosoma brucei rhodesiense
TRINITY_DN311790_c1_g3	6.653798994	1.627463752	8.615270035	0.008175073	0.047649437	Q05022	TRINITY_DN311790_c1_g3_i1	4.10E-22	rRNA biogenesis protein RRP5 (Ribosomal RNA-processing protein 5) (U3 small nucleolar RNA-associated protein RRP5) (U3 snoRNA-associated protein RRP5)	"90S preribosome assembly [GO:0034463]; endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000464]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; maturation of SSU-rRNA [GO:0030490]; rRNA methylation [GO:0031167]; rRNA processing [GO:0006364]"	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]	box C/D snoRNA binding [GO:0034512]; box H/ACA snoRNA binding [GO:0034513]; mRNA binding [GO:0003729]; poly(U) RNA binding [GO:0008266]; rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]; U3 snoRNA binding [GO:0034511]	GO:0000447; GO:0000464; GO:0000472; GO:0000480; GO:0003729; GO:0005654; GO:0005730; GO:0006364; GO:0008266; GO:0030490; GO:0030515; GO:0030686; GO:0031167; GO:0032040; GO:0034463; GO:0034511; GO:0034512; GO:0034513; GO:0042134	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
TRINITY_DN311791_c1_g2	6.067140216	4.537799797	9.591827852	0.00507741	0.032265301	Q5G1T1	TRINITY_DN311791_c1_g2_i2	9.00E-14	"Pentatricopeptide repeat-containing protein At3g49170, chloroplastic (Protein EMBRYO DEFECTIVE 2261)"	embryo development ending in seed dormancy [GO:0009793]; RNA modification [GO:0009451]	chloroplast [GO:0009507]	zinc ion binding [GO:0008270]	GO:0008270; GO:0009451; GO:0009507; GO:0009793	reviewed	Arabidopsis thaliana (Mouse-ear cress)
TRINITY_DN311791_c2_g1	-5.557278755	5.682634235	10.65095601	0.003412456	0.023787276	F4JXF9	TRINITY_DN311791_c2_g1_i1	7.40E-13	DNA-directed RNA polymerase III subunit 1 (DNA-directed RNA polymerase III subunit RPC1) (DNA polymerase I subunit C1) (EC 2.7.7.6) (Nuclear RNA polymerase C1)	transcription by RNA polymerase III [GO:0006383]	RNA polymerase III complex [GO:0005666]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]	GO:0003677; GO:0003899; GO:0005666; GO:0006383; GO:0046872	reviewed	Arabidopsis thaliana (Mouse-ear cress)
